customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4624-GGGGG,Male,1,No,No,67,Yes,No,Fiber optic,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,50.68,3401.45,No
6437-KKKKK,Male,0,Yes,Yes,66,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Electronic check,41.16,2717.34,No
6911-JJJJJ,Male,0,No,No,6,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Electronic check,72.41,424.46,Yes
4579-YYYYY,Male,0,No,No,21,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),53.17,1116.89,No
9691-PPPPP,Male,0,No,No,36,Yes,No,DSL,Yes,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),34.32,1219.1,Yes
1144-DDDDD,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),97.73,287.97,No
6668-OOOOO,Female,1,Yes,No,42,Yes,No,Fiber optic,No internet service,No,Yes,No,No,No,Two year,Yes,Mailed check,65.33,2744.51,Yes
4937-UUUUU,Female,0,No,Yes,45,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),63.92,2877.0,No
4994-BBBBB,Female,0,No,Yes,44,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),107.33,4716.23,No
6258-MMMMM,Male,0,Yes,Yes,33,Yes,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),72.4,2371.96,Yes
2857-MMMMM,Female,0,No,Yes,60,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),89.59,5369.79,No
5203-RRRRR,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),51.22,3582.85,No
5633-AAAAA,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),74.66,1943.05,Yes
9468-YYYYY,Male,0,No,Yes,21,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),91.25,1923.17,Yes
7143-QQQQQ,Male,0,Yes,Yes,2,No,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),48.05,93.02,No
9335-OOOOO,Male,0,Yes,Yes,47,Yes,No,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),87.45,4106.3,Yes
8975-BBBBB,Male,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,75.41,2255.9,No
5856-UUUUU,Female,1,No,Yes,27,Yes,No phone service,No,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,61.89,1670.33,No
4154-KKKKK,Female,0,No,No,71,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),89.9,6392.24,No
9419-CCCCC,Female,0,Yes,Yes,20,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),50.1,991.53,No
2572-FFFFF,Female,0,Yes,Yes,50,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,No,Electronic check,90.06,4483.38,No
9814-RRRRR,Male,0,Yes,No,23,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,73.64,1695.81,No
1120-UUUUU,Male,0,No,Yes,13,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,42.93,569.85,Yes
2072-GGGGG,Male,0,Yes,No,4,Yes,No,DSL,No,No,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),85.41,344.7,No
4492-VVVVV,Female,0,No,No,14,Yes,No phone service,No,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),107.17,1490.47,Yes
7950-DDDDD,Male,0,No,No,20,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,49.41,987.15,Yes
4368-RRRRR,Male,0,Yes,No,13,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),99.89,1299.13,No
8130-UUUUU,Female,1,Yes,Yes,3,No,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),52.03,163.25,Yes
2181-XXXXX,Female,1,No,Yes,47,Yes,No,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),100.77,4727.51,No
3519-AAAAA,Male,0,Yes,No,3,Yes,No phone service,DSL,No,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,23.39,85.91,No
8523-WWWWW,Male,0,Yes,No,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Mailed check,18.98,14.85,No
6434-BBBBB,Male,1,No,Yes,24,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No internet service,Two year,No,Electronic check,29.63,704.53,No
2433-CCCCC,Male,1,No,No,35,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,106.08,3715.68,Yes
1889-FFFFF,Male,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),71.89,992.52,No
5127-RRRRR,Male,0,No,No,67,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),77.96,5243.89,No
2154-SSSSS,Female,0,No,Yes,13,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),102.89,1342.23,Yes
4729-IIIII,Female,0,Yes,No,47,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,23.34,1094.2,No
7678-MMMMM,Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,57.15,2847.65,No
8391-UUUUU,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,One year,No,Electronic check,82.88,2152.99,No
7626-NNNNN,Female,0,No,Yes,3,Yes,No,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Mailed check,58.92,186.48,No
6183-AAAAA,Male,0,Yes,No,51,Yes,No,DSL,Yes,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,21.48,1091.65,No
7381-VVVVV,Male,0,No,No,40,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),83.67,3339.25,No
2938-RRRRR,Female,0,No,Yes,68,Yes,No phone service,DSL,No,No,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),57.59,3923.16,No
1096-UUUUU,Male,0,No,Yes,36,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),20.18,715.99,No
2036-YYYYY,Male,0,Yes,Yes,51,Yes,No phone service,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.39,1807.23,No
1745-WWWWW,Female,0,No,No,1,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,Two year,Yes,Mailed check,40.12,44.24,No
2189-LLLLL,Female,1,No,No,33,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),69.57,2299.65,Yes
9238-DDDDD,Female,0,No,Yes,7,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,36.98,263.17,No
5748-ZZZZZ,Male,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Electronic check,54.56,2827.61,Yes
5937-TTTTT,Female,0,Yes,No,11,No,No phone service,DSL,No internet service,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),93.69,1028.71,No
2417-JJJJJ,Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),99.43,2682.09,No
8170-MMMMM,Male,1,Yes,No,14,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),98.19,1376.04,No
7473-VVVVV,Female,0,No,No,46,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,No,Bank transfer (automatic),88.11,4035.07,No
1504-PPPPP,Female,0,No,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,72.7,713.01,Yes
3561-RRRRR,Female,0,Yes,Yes,24,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,73.59,1787.76,No
4602-EEEEE,Male,0,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Electronic check,114.07,6965.52,No
7406-ZZZZZ,Male,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,106.48,1914.51,No
9941-JJJJJ,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,83.55,752.71,Yes
3360-JJJJJ,Male,0,Yes,No,17,Yes,Yes,No,Yes,Yes,No,Yes,No internet service,No internet service,One year,No,Mailed check,65.33,1130.79,No
7113-AAAAA,Female,0,Yes,No,58,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),91.52,5289.42,Yes
3316-DDDDD,Male,1,Yes,Yes,13,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,No,Mailed check,24.55,320.29,No
1684-AAAAA,Male,1,Yes,No,50,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,113.18,5655.58,No
7456-RRRRR,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,Yes,No,No internet service,No,One year,No,Mailed check,73.28,452.11,Yes
9970-CCCCC,Female,0,Yes,No,51,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),68.78,3513.52,Yes
5992-GGGGG,Female,0,Yes,Yes,36,Yes,Yes,DSL,No,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,47.48,1730.92,No
6633-GGGGG,Male,1,No,Yes,71,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),18.59,1328.03,No
7760-UUUUU,Male,0,No,No,25,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,24.4,605.58,No
9397-EEEEE,Male,0,No,No,11,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Two year,No,Mailed check,44.68,489.13,Yes
3637-FFFFF,Female,0,No,Yes,44,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,72.68,3204.77,Yes
4617-TTTTT,Female,0,No,Yes,14,Yes,No,No,Yes,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),26.65,387.63,No
5140-GGGGG,Male,0,Yes,Yes,29,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,No,Electronic check,115.94,3355.18,Yes
2877-FFFFF,Female,0,Yes,Yes,50,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),59.55,2980.06,No
1891-YYYYY,Female,0,Yes,No,5,Yes,No phone service,No,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),50.04,230.61,Yes
9992-OOOOO,Female,0,No,Yes,72,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,71.03,5111.23,No
2198-JJJJJ,Male,0,Yes,No,69,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No,Yes,Two year,No,Bank transfer (automatic),24.78,1727.08,No
2103-IIIII,Female,0,No,No,57,Yes,No phone service,DSL,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Electronic check,103.72,5927.23,No
2608-GGGGG,Female,0,Yes,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,64.51,1684.75,No
8982-KKKKK,Male,1,Yes,Yes,6,Yes,No phone service,No,No,Yes,No,Yes,No internet service,Yes,One year,No,Mailed check,36.17,234.81,No
6851-EEEEE,Male,0,No,Yes,16,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No,One year,No,Electronic check,34.5,549.38,Yes
4842-DDDDD,Female,0,No,Yes,60,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,54.53,3271.15,No
5671-TTTTT,Female,0,Yes,No,12,Yes,No phone service,No,No,No internet service,No internet service,No,Yes,No,Two year,Yes,Mailed check,75.87,907.64,No
2143-GGGGG,Male,0,Yes,No,3,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,No,Bank transfer (automatic),60.15,187.0,Yes
6206-PPPPP,Male,0,Yes,No,63,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Two year,Yes,Electronic check,78.23,4957.69,Yes
8383-KKKKK,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,89.15,5709.27,No
6008-WWWWW,Female,0,Yes,No,62,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,One year,Yes,Electronic check,93.47,5783.73,No
3496-SSSSS,Female,0,No,Yes,6,No,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,58.55,340.27,Yes
6971-ZZZZZ,Female,0,No,No,19,Yes,Yes,DSL,No internet service,Yes,No,No,No,Yes,One year,No,Mailed check,90.31,1707.18,No
6182-NNNNN,Male,0,No,Yes,18,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),32.47,576.34,No
3762-AAAAA,Female,0,No,No,43,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),69.82,2993.25,No
6131-HHHHH,Female,0,Yes,No,3,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),25.54,78.81,Yes
4629-WWWWW,Male,0,Yes,Yes,72,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,42.78,3065.89,No
8145-IIIII,Female,0,No,No,38,Yes,No phone service,DSL,No internet service,No,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),76.86,2925.58,No
6889-EEEEE,Male,1,Yes,No,68,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),92.66,6310.76,No
6432-PPPPP,Female,1,No,Yes,44,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,27.83,1218.31,No
8583-OOOOO,Female,0,Yes,Yes,63,Yes,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,39.06,2464.23,No
6877-YYYYY,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),117.94,4960.14,Yes
6004-PPPPP,Male,0,Yes,Yes,64,Yes,Yes,No,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),52.18,3348.3,No
2783-FFFFF,Female,0,No,Yes,54,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,Month-to-month,No,Electronic check,46.8,2528.3,No
2343-IIIII,Female,0,No,No,71,No,No,No,No,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),26.82,1894.74,No
3293-RRRRR,Female,1,No,Yes,37,Yes,No phone service,DSL,No,No,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),88.08,3260.04,No
4218-IIIII,Male,0,No,No,4,Yes,No,DSL,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),69.33,275.75,Yes
2252-XXXXX,Female,1,Yes,No,2,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,34.08,69.56,No
2235-AAAAA,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,81.86,3591.93,No
9309-UUUUU,Male,0,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.09,4747.85,Yes
1511-SSSSS,Female,0,Yes,No,68,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),75.03,5081.88,No
7637-YYYYY,Male,0,No,Yes,62,Yes,No phone service,No,No,Yes,No,No,No,No,One year,No,Electronic check,118.23,7312.72,No
4485-BBBBB,Female,0,Yes,No,1,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,21.13,2.91,No
5269-RRRRR,Female,0,Yes,Yes,17,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,110.2,1883.65,No
9842-PPPPP,Female,0,Yes,Yes,16,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),102.86,1648.27,No
3435-LLLLL,Female,1,No,Yes,9,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Electronic check,59.99,540.31,Yes
7430-HHHHH,Female,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,106.79,5656.44,Yes
5767-EEEEE,Male,1,No,No,59,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),83.43,4903.24,Yes
8613-QQQQQ,Male,1,Yes,No,9,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),107.63,972.52,Yes
9362-CCCCC,Female,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,Two year,No,Electronic check,78.02,938.5,No
7500-LLLLL,Female,0,Yes,Yes,41,Yes,No,No,No,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),39.97,1639.23,No
9227-AAAAA,Male,0,Yes,No,15,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),76.16,1134.72,No
4913-ZZZZZ,Male,1,Yes,Yes,66,Yes,No phone service,No,No,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Bank transfer (automatic),36.25,2385.58,No
3717-YYYYY,Male,0,No,No,11,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Mailed check,32.4,361.63,No
9423-EEEEE,Male,0,No,No,8,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),83.98,664.17,Yes
8310-FFFFF,Female,0,Yes,No,55,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,113.47,6251.48,No
3935-SSSSS,Female,0,Yes,No,6,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,One year,Yes,Credit card (automatic),77.39,480.34,No
3395-XXXXX,Male,0,No,No,53,Yes,No phone service,No,No internet service,Yes,No,Yes,No,Yes,Two year,No,Mailed check,98.23,5217.38,No
8921-LLLLL,Female,0,No,Yes,20,No,No phone service,No,No,No internet service,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),35.17,704.35,No
1662-HHHHH,Male,0,No,No,39,No,No phone service,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),84.0,3275.07,No
8989-HHHHH,Female,1,Yes,No,72,Yes,Yes,No,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Electronic check,91.91,6618.5,Yes
2029-IIIII,Male,0,Yes,No,34,No,Yes,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,22.43,769.41,No
7052-HHHHH,Female,1,Yes,No,57,Yes,No,No,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),28.02,1611.69,No
1701-VVVVV,Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,One year,No,Electronic check,96.8,1844.73,No
4387-QQQQQ,Male,1,No,No,71,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,62.46,4417.67,Yes
6918-MMMMM,Female,0,No,Yes,31,Yes,No phone service,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,59.01,1820.03,No
8695-OOOOO,Male,0,Yes,No,40,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Bank transfer (automatic),110.75,4428.49,No
1760-BBBBB,Female,0,Yes,Yes,14,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,No internet service,One year,Yes,Electronic check,117.94,1661.02,Yes
6309-DDDDD,Female,1,No,Yes,37,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),95.07,3540.51,Yes
9542-UUUUU,Male,0,Yes,Yes,44,Yes,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),97.91,4308.76,No
5480-XXXXX,Female,1,No,Yes,9,Yes,No,No,No internet service,No,No,No,No,Yes,Month-to-month,No,Mailed check,39.19,359.39,No
5314-SSSSS,Female,1,Yes,Yes,58,Yes,No,No,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),37.57,2163.58,No
9918-SSSSS,Female,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No,No,No,No internet service,Two year,Yes,Electronic check,116.81,2329.16,Yes
3848-MMMMM,Female,0,Yes,Yes,50,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,88.11,4409.05,No
7201-LLLLL,Female,0,Yes,No,20,No,Yes,No,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.26,1724.68,Yes
2275-QQQQQ,Male,0,No,Yes,36,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,47.01,1694.82,No
5121-MMMMM,Female,1,No,Yes,27,Yes,Yes,No,Yes,Yes,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),107.34,2894.39,No
4651-QQQQQ,Female,0,No,No,72,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,22.72,1636.29,No
7649-LLLLL,Female,0,No,Yes,32,Yes,No,No,Yes,No,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,45.85,1460.05,Yes
6653-PPPPP,Female,1,No,Yes,1,Yes,No phone service,DSL,Yes,Yes,No,No,No internet service,No,One year,No,Electronic check,36.35,41.58,No
8898-TTTTT,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,89.72,1535.82,No
1108-QQQQQ,Male,1,No,Yes,9,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),90.14,818.72,No
3276-OOOOO,Female,0,No,No,45,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),71.99,3246.7,No
3713-HHHHH,Male,0,No,Yes,66,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,18.78,1245.17,No
2263-QQQQQ,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,106.06,3393.75,Yes
5600-GGGGG,Male,0,No,No,45,Yes,No,No,No internet service,No,Yes,No,No,Yes,Two year,Yes,Mailed check,114.29,5138.67,No
3461-FFFFF,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,Yes,Two year,No,Mailed check,38.58,356.46,No
3578-LLLLL,Female,0,No,Yes,30,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),102.89,3077.85,No
2938-VVVVV,Male,0,Yes,Yes,38,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No internet service,One year,Yes,Electronic check,116.07,4415.67,No
4773-NNNNN,Male,0,Yes,No,60,Yes,No,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,One year,No,Credit card (automatic),51.11,3071.34,No
6410-XXXXX,Female,0,No,Yes,1,Yes,No,No,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),36.85,26.35,Yes
2856-PPPPP,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No internet service,No,No internet service,No,No internet service,One year,No,Mailed check,116.49,573.01,Yes
8844-PPPPP,Female,0,No,Yes,63,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),24.25,1532.85,No
4452-SSSSS,Male,0,Yes,No,36,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.98,1657.39,No
3641-UUUUU,Female,0,No,No,65,Yes,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,92.82,6036.89,No
7732-AAAAA,Female,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),80.29,1924.81,Yes
4992-BBBBB,Male,0,No,Yes,4,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.04,363.48,No
3095-SSSSS,Female,0,No,Yes,68,Yes,No,No,No,No internet service,No,No internet service,Yes,No internet service,One year,No,Electronic check,89.41,6085.77,No
3639-EEEEE,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card (automatic),87.21,2193.7,Yes
9399-BBBBB,Female,0,No,Yes,7,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card (automatic),52.65,365.92,Yes
3406-BBBBB,Female,1,No,No,13,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),49.56,654.27,Yes
3725-IIIII,Male,0,No,No,68,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,Yes,Two year,No,Credit card (automatic),61.31,4165.93,No
3949-QQQQQ,Female,0,No,No,43,Yes,No,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,99.42,4271.77,No
7642-TTTTT,Female,0,Yes,Yes,57,No,Yes,No,No,No internet service,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),112.55,6403.12,No
